신청날짜,사업장,품목코드,품목,수량,단가,금액
2019-04-16,인천,MF1-881,GRIND STONE,20,240000 ,4800000 
2019-06-28,인천,MF8-724,청소용구E,22,52000 ,1144000 
2019-09-18,인천,MF4-916,GRIND STONE,47,240000 ,11280000 
2019-07-20,인천,MF1-491,LOCATION PIN,48,790000 ,37920000 
2019-04-24,인천,MF6-301,실리콘,10,150000 ,1500000 
2019-07-28,인천,MF6-757,황사마스크,43,8000 ,344000 
2019-01-18,인천,MF2-516,LM BEARING,24,24000 ,576000 
2019-01-03,인천,MF4-601,Pipe,46,530000 ,24380000 
2019-07-02,인천,MF8-612,파일/바인더류,7,2500 ,17500 
2019-03-02,인천,MF3-796,MOLD SPRING,40,30000 ,1200000 
2019-09-15,인천,MF1-202,CABLE TIE,40,10000 ,400000 
2019-07-04,인천,MF6-650,비닐,13,15500 ,201500 
2019-06-03,인천,MF3-475,강관조관유,9,330000 ,2970000 
2019-05-07,인천,MF8-105,INSULATION TAPE,14,27000 ,378000 
2019-07-23,인천,MF8-514,알코올,15,8000 ,120000 
2019-01-09,인천,MF9-641,O-RING,33,46000 ,1518000 
2019-10-08,인천,MF4-921,COUNTER DRILL,50,170000 ,8500000 
2019-10-17,인천,MF9-160,붓,4,3000 ,12000 
2019-08-17,인천,MF2-999,RELAY SWITCH,47,13000 ,611000 
2019-06-14,인천,MF7-127,니쁠,14,5000 ,70000 
2019-06-30,인천,MF9-014,파일/바인더류,16,2500 ,40000 
2019-11-21,인천,MF3-029,의료품,50,2500000 ,125000000 
2019-11-02,인천,MF9-626,일반마스크,46,6000 ,276000 
2019-07-19,인천,MF3-197,강관조관유,8,330000 ,2640000 
2019-02-06,인천,MF4-154,청소용구,50,8000 ,400000 
2019-06-14,인천,MF5-887,ANGLE,20,32000 ,640000 
2019-02-08,인천,MF4-952,LINE TAPE,17,30000 ,510000 
2019-03-15,인천,MF8-974,철직자,40,1000 ,40000 
2019-02-13,인천,MF6-804,LOCATION PIN,15,790000 ,11850000 
2019-04-26,인천,MF9-950,HOOK,36,170000 ,6120000 
2019-01-21,인천,MF8-174,청소용구A,35,13000 ,455000 
2019-11-02,인천,MF9-882,안전장비E,28,50000 ,1400000 
2019-07-03,인천,MF1-568,AIR CYLIDER 부품,6,45000 ,270000 
2019-10-25,인천,MF9-846,백관,35,56000 ,1960000 
2019-01-16,인천,MF6-642,등산마스크,33,4000 ,132000 
2019-12-28,인천,MF4-290,청소용구C,48,35000 ,1680000 
2019-05-09,인천,MF4-658,안전장비C,18,30000 ,540000 
2019-09-25,인천,MF6-788,인쇄물,14,4700 ,65800 
2019-10-02,인천,MF5-690,청소용구E,45,52000 ,2340000 
2019-04-10,인천,MF8-079,건전지,11,2400 ,26400 
2019-02-23,인천,MF6-066,ANGLE,7,32000 ,224000 
2019-02-04,인천,MF2-191,기체질소,30,6800 ,204000 
2019-01-22,인천,MF9-228,END MILL,30,170000 ,5100000 
2019-10-30,인천,MF1-321,MOLD SPRING,48,30000 ,1440000 
2019-10-21,인천,MF5-055,탄화수소세척액,20,33000 ,660000 
2019-03-26,인천,MF7-847,PILOT PUNCH,11,380000 ,4180000 
2019-10-05,인천,MF1-545,DRILL,11,15000 ,165000 
2019-12-13,인천,MF3-110,청소용구A,35,13000 ,455000 
2019-08-07,인천,MF8-273,스폰지,25,55000 ,1375000 
2019-02-14,인천,MF2-286,END MILL,42,170000 ,7140000 
2019-01-23,인천,MF3-607,DOWEL PIN,9,430000 ,3870000 
2019-02-16,인천,MF1-587,면장갑(10set),9,8000 ,72000 
2019-06-10,인천,MF2-292,니쁠,23,5000 ,115000 
2019-02-07,인천,MF1-577,인쇄물,5,4700 ,23500 
2019-01-14,인천,MF4-859,화장지,12,4700 ,56400 
2019-03-17,인천,MF7-946,ONE-TOUCH FITTING,11,59000 ,649000 
2019-06-30,인천,MF3-617,HOOK,39,170000 ,6630000 
2019-05-17,인천,MF3-400,AL TAPE,45,15000 ,675000 
2019-09-18,인천,MF2-155,RECEPTACLE,33,10000 ,330000 
2019-08-10,인천,MF4-941,HOOK,2,170000 ,340000 
2019-07-02,인천,MF5-603,의료품,38,2500000 ,95000000 
2019-09-11,인천,MF1-313,실리콘,46,150000 ,6900000 
2019-06-10,인천,MF8-151,BRACKER SWITCH,24,10000 ,240000 
2019-01-26,인천,MF5-364,MOLD SPRING,28,30000 ,840000 
2019-04-04,인천,MF2-887,인쇄물,42,4700 ,197400 
2019-07-19,인천,MF3-370,DIAL GAUGE,23,130000 ,2990000 
2019-03-06,인천,MF2-290,PUSH BUTTON S/W,15,15000 ,225000 
2019-09-15,인천,MF3-130,AIR COUPLER,5,30000 ,150000 
2019-05-12,인천,MF1-502,S45C(봉),11,45000 ,495000 
2019-12-14,인천,MF3-087,BALL RETAINERS,30,34000 ,1020000 
2019-02-24,인천,MF3-569,용접장갑,43,38000 ,1634000 
2019-03-11,인천,MF7-579,ELECTRIC TOOL,32,16000 ,512000 
2019-01-05,인천,MF7-633,GAUGE,40,15000 ,600000 
2019-03-01,인천,MF1-158,PLASMA W/D PARTS,41,5000 ,205000 
2019-06-06,인천,MF2-257,강관조관유,22,330000 ,7260000 
2019-02-12,인천,MF2-455,청소용구C,40,35000 ,1400000 
2019-01-14,인천,MF4-508,GUIDE POST,21,340000 ,7140000 
2019-01-17,인천,MF2-311,윤활유,26,2000000 ,52000000 
2019-07-30,인천,MF4-853,면장갑,14,800 ,11200 
2019-07-09,인천,MF4-689,인쇄물,47,4700 ,220900 
2019-06-17,인천,MF6-401,철직자,50,1000 ,50000 
2019-04-02,인천,MF2-633,접착제,30,20000 ,600000 
2019-08-17,인천,MF9-434,ANGLE,12,32000 ,384000 
2019-01-18,인천,MF8-133,NUT,27,15000 ,405000 
2019-09-20,인천,MF1-801,BRACKER SWITCH,35,10000 ,350000 
2019-05-14,인천,MF1-889,의료품,37,2500000 ,92500000 
2019-09-14,인천,MF4-712,ONE-TOUCH FITTING,12,59000 ,708000 
2019-06-05,인천,MF9-378,HISS PIN,4,97000 ,388000 
2019-04-05,인천,MF4-169,PHOTO SENSOR,47,600000 ,28200000 
2019-07-12,인천,MF6-631,S45C봉,18,70000 ,1260000 
2019-07-19,인천,MF1-821,BRACKER SWITCH,16,10000 ,160000 
2019-12-12,인천,MF4-810,END MILL,33,170000 ,5610000 
2019-12-13,인천,MF9-685,비닐,39,15500 ,604500 
2019-04-08,인천,MF3-704,LIMIT SWITCH,43,74000 ,3182000 
2019-06-12,인천,MF1-927,PLUG,35,3000 ,105000 
2019-09-20,인천,MF3-927,절연판,6,45000 ,270000 
2019-09-19,인천,MF4-453,AIR CYLIDER 부품,17,45000 ,765000 
2019-08-25,인천,MF5-414,청소용구B,31,22000 ,682000 
2019-05-23,인천,MF6-620,LOCATION PIN,17,790000 ,13430000 
2019-02-24,인천,MF2-307,필기구류,43,1500 ,64500 
2019-04-17,인천,MF2-105,에어건,13,20000 ,260000 
2019-08-14,인천,MF8-375,작업복,4,1300000 ,5200000 
2019-09-15,인천,MF4-636,OPP TAPE,22,26000 ,572000 
2019-05-25,인천,MF2-973,파일/바인더류,28,2500 ,70000 
2019-01-10,인천,MF8-199,줄자,4,5000 ,20000 
2019-05-24,인천,MF7-881,LINE TAPE,3,30000 ,90000 
2019-05-25,인천,MF4-523,배관자재,18,3000 ,54000 
2019-05-19,인천,MF5-777,필기구류,28,1500 ,42000 
2019-03-24,인천,MF3-791,MICRO METER,45,120000 ,5400000 
2019-06-16,인천,MF8-416,PACKING PARTS,42,260000 ,10920000 
2019-12-02,인천,MF8-442,안전장비C,18,30000 ,540000 
2019-06-14,인천,MF8-666,붕산,36,7000 ,252000 
2019-12-24,인천,MF4-410,PHOTO SENSOR,7,600000 ,4200000 
2019-04-05,인천,MF2-942,청소용구C,47,35000 ,1645000 
2019-05-23,인천,MF2-082,AIR BOX,21,220000 ,4620000 
2019-01-24,인천,MF4-061,HOOK,40,170000 ,6800000 
2019-09-29,인천,MF3-009,액체질소,14,2000 ,28000 
2019-01-14,인천,MF2-223,스폰지,34,55000 ,1870000 
2019-03-27,인천,MF9-418,BITE,33,86000 ,2838000 
2019-05-11,인천,MF9-341,Chain,31,34000 ,1054000 
2019-03-29,인천,MF2-094,OPP TAPE,30,26000 ,780000 
2019-08-28,인천,MF9-974,NUT,47,15000 ,705000 
2019-07-04,인천,MF2-789,OPP TAPE,50,26000 ,1300000 
2019-12-01,인천,MF8-538,비닐,34,15500 ,527000 
2019-04-05,인천,MF7-999,기체질소,27,6800 ,183600 
2019-04-29,인천,MF5-649,안전장비C,38,30000 ,1140000 
2019-07-16,인천,MF2-069,O-RING,34,46000 ,1564000 
2019-11-02,인천,MF1-739,C2H2(아세틸렌),38,14000 ,532000 
2019-09-22,인천,MF1-112,화장지,39,4700 ,183300 
2019-11-09,인천,MF5-096,작업용장갑,38,4000 ,152000 
2019-06-02,인천,MF4-840,철사,45,20000 ,900000 
2019-12-04,인천,MF2-118,INSULATION TAPE,43,27000 ,1161000 
2019-11-13,인천,MF6-575,INSULATION TAPE,46,27000 ,1242000 
2019-10-09,인천,MF3-315,작업복A,4,45000 ,180000 
2019-11-26,인천,MF1-492,작업복A,5,45000 ,225000 
2019-04-10,인천,MF7-478,안전장비B,43,25000 ,1075000 
2019-06-06,인천,MF5-443,필기구류,30,1500 ,45000 
2019-01-13,인천,MF7-100,BITE,19,86000 ,1634000 
2019-03-18,인천,MF4-499,강관방청유(외측),39,860000 ,33540000 
2019-02-02,인천,MF4-203,접착제,37,20000 ,740000 
2019-03-28,인천,MF2-405,알코올,3,8000 ,24000 
2019-10-15,인천,MF2-961,AIR BOX,31,220000 ,6820000 
2019-06-08,인천,MF2-965,공업용장갑,36,6500 ,234000 
2019-08-14,인천,MF6-539,Chain,19,34000 ,646000 
2019-11-15,인천,MF5-374,일반사무용품류,26,2100 ,54600 
2019-03-01,인천,MF1-178,작업복,36,1300000 ,46800000 
2019-01-14,인천,MF7-370,PAINT,9,77000 ,693000 
2019-09-08,인천,MF4-552,HISS PIN,43,97000 ,4171000 
2019-08-24,인천,MF5-132,COIL SPRING,2,200000 ,400000 
2019-10-16,인천,MF4-201,BEARING,48,75000 ,3600000 
2019-11-01,인천,MF2-942,MOLD SPRING,14,30000 ,420000 
2019-07-15,인천,MF9-396,소모품,3,2200 ,6600 
2019-03-13,인천,MF6-608,LPG가스,30,210000 ,6300000 
2019-01-24,인천,MF6-528,브레이크액,14,50000 ,700000 
2019-04-20,인천,MF9-337,GUIDE PIN,2,35000 ,70000 
2019-01-02,인천,MF3-988,배관자재,9,3000 ,27000 
2019-08-05,인천,MF3-073,Chain,3,34000 ,102000 
2019-08-15,인천,MF1-475,안전장비C,8,30000 ,240000 
2019-03-19,인천,MF4-674,불화카리,12,83000 ,996000 
2019-02-15,인천,MF7-494,안전장비D,9,21000 ,189000 
2019-10-10,인천,MF9-062,붓,8,3000 ,24000 
2019-02-19,인천,MF2-120,기체질소,35,6800 ,238000 
2019-08-08,인천,MF9-090,BALL VALVE,32,25000 ,800000 
2019-04-18,인천,MF8-020,줄자,5,5000 ,25000 
2019-04-01,인천,MF1-289,실리콘,8,150000 ,1200000 
2019-05-21,인천,MF8-669,등산마스크,1,4000 ,4000 
2019-03-20,인천,MF8-835,LIGHING LAMP,3,33000 ,99000 
2019-05-11,인천,MF2-077,안전장비D,15,21000 ,315000 
2019-04-10,인천,MF5-757,에어건,37,20000 ,740000 
2019-05-28,인천,MF3-265,BITE,48,86000 ,4128000 
2019-05-17,인천,MF1-987,에어건,20,20000 ,400000 
2019-11-01,인천,MF4-558,청소용구A,16,13000 ,208000 
2019-07-23,인천,MF9-345,COUNTER DRILL,35,170000 ,5950000 
2019-02-15,인천,MF4-264,MAGNET SWITCH,7,890000 ,6230000 
2019-09-19,인천,MF6-410,COIL SPRING,48,200000 ,9600000 
2019-07-24,인천,MF7-709,AIR MODULAR UNIT,1,78000 ,78000 
2019-06-01,인천,MF3-808,일반마스크,49,6000 ,294000 
2019-06-15,인천,MF3-907,강관방청유(내측),20,540000 ,10800000 
2019-06-17,인천,MF2-905,실리콘,33,150000 ,4950000 
2019-05-25,인천,MF4-304,붕산,5,7000 ,35000 
2019-09-24,인천,MF7-935,강관방청유(내측),34,540000 ,18360000 
2019-08-28,인천,MF7-882,P/Z O-RING,47,38000 ,1786000 
2019-07-17,인천,MF5-540,AL TAPE,11,15000 ,165000 
2019-04-04,인천,MF5-588,PAINT,21,77000 ,1617000 
2019-12-15,인천,MF5-196,니쁠,15,5000 ,75000 
2019-08-28,인천,MF4-093,PILOT PUNCH,34,380000 ,12920000 
2019-08-12,인천,MF7-323,AIR MODULAR UNIT,41,78000 ,3198000 
2019-09-19,인천,MF8-348,Pipe,12,530000 ,6360000 
2019-10-17,인천,MF3-032,면장갑,25,800 ,20000 
2019-06-05,인천,MF8-644,청소용구A,20,13000 ,260000 
2019-08-06,인천,MF3-280,ANGLE,7,32000 ,224000 
2019-11-02,인천,MF7-577,PACKING PARTS,33,260000 ,8580000 
2019-03-29,인천,MF3-989,AIR COUPLER,5,30000 ,150000 
2019-12-12,인천,MF7-038,BRUSH,4,3000 ,12000 
2019-10-06,인천,MF5-435,ANGLE,37,32000 ,1184000 
2019-04-21,인천,MF9-572,GRIND STONE,44,240000 ,10560000 
2019-06-12,인천,MF9-619,FLEXIBLE(전선관),42,57000 ,2394000 
2019-03-21,인천,MF4-446,종이컵,6,6000 ,36000 
2019-08-24,인천,MF8-314,Chain,22,34000 ,748000 
2019-01-30,인천,MF1-721,안전장비D,7,21000 ,147000 
2019-08-18,인천,MF8-151,탄화수소세척액,26,33000 ,858000 
2019-03-23,인천,MF5-093,BITE,40,86000 ,3440000 
2019-01-28,인천,MF2-736,RECEPTACLE,18,10000 ,180000 
2019-10-30,인천,MF7-737,접착제,42,20000 ,840000 
2019-03-19,인천,MF6-025,PUSH BUTTON S/W,28,15000 ,420000 
2019-05-24,인천,MF3-359,청소용구,42,8000 ,336000 
2019-11-17,인천,MF1-755,비닐,13,15500 ,201500 
2019-12-27,인천,MF7-303,COUNTER DRILL,15,170000 ,2550000 
2019-04-16,인천,MF7-432,S45C(판재),18,200000 ,3600000 
2019-03-11,충주,MF9-492,알코올,12,8000 ,96000 
2019-07-20,충주,MF4-834,AIR MODULAR UNIT,48,78000 ,3744000 
2019-02-06,충주,MF4-117,공업용장갑,11,6500 ,71500 
2019-03-07,충주,MF1-178,HYDRAULIC HOSE,50,27000 ,1350000 
2019-06-02,충주,MF6-656,철사,19,20000 ,380000 
2019-02-08,충주,MF1-630,FUSE,42,2000 ,84000 
2019-10-24,충주,MF2-280,O-RING,3,46000 ,138000 
2019-11-08,충주,MF6-045,COIL SPRING,33,200000 ,6600000 
2019-03-27,충주,MF5-118,DOWEL PIN,23,430000 ,9890000 
2019-02-05,충주,MF8-079,지류,23,15000 ,345000 
2019-04-27,충주,MF7-135,스폰지,30,55000 ,1650000 
2019-01-30,충주,MF2-853,INSULATION TAPE,33,27000 ,891000 
2019-09-28,충주,MF5-321,에어건,10,20000 ,200000 
2019-01-21,충주,MF9-239,C2H2(아세틸렌),34,14000 ,476000 
2019-11-10,충주,MF2-533,드라이바,43,8000 ,344000 
2019-05-02,충주,MF5-126,C2H2(아세틸렌),20,14000 ,280000 
2019-03-13,충주,MF9-963,OPP TAPE,9,26000 ,234000 
2019-04-12,충주,MF2-455,DIAL GAUGE,7,130000 ,910000 
2019-11-22,충주,MF6-714,HYDRAULIC HOSE,41,27000 ,1107000 
2019-11-25,충주,MF3-088,안전장비A,35,76800 ,2688000 
2019-10-29,충주,MF2-573,BOLT,7,3000 ,21000 
2019-11-05,충주,MF5-459,방진마스크,47,7000 ,329000 
2019-08-09,충주,MF6-409,작업복,47,1300000 ,61100000 
2019-05-29,충주,MF2-869,안전장비,39,290000 ,11310000 
2019-12-26,충주,MF2-651,수용성세척액,27,30000 ,810000 
2019-01-19,충주,MF6-971,강관방청유(외측),24,860000 ,20640000 
2019-04-12,충주,MF8-244,PHOTO SENSOR,13,600000 ,7800000 
2019-07-10,충주,MF8-024,안전장비D,28,21000 ,588000 
2019-05-19,충주,MF5-447,소모품,48,2200 ,105600 
2019-12-15,충주,MF9-336,안전장비E,49,50000 ,2450000 
2019-01-23,충주,MF3-973,지류,44,15000 ,660000 
2019-06-29,충주,MF4-441,PAINT,30,77000 ,2310000 
2019-11-15,충주,MF2-508,HISS PIN,19,97000 ,1843000 
2019-08-22,충주,MF7-899,목재,49,6700 ,328300 
2019-01-30,충주,MF7-940,등산마스크,28,4000 ,112000 
2019-08-30,충주,MF6-744,MICRO METER,44,120000 ,5280000 
2019-09-11,충주,MF4-987,LIMIT SWITCH,23,74000 ,1702000 
2019-06-27,충주,MF8-501,AIR CYLINDER,43,56000 ,2408000 
2019-02-20,충주,MF4-481,LPG가스,43,210000 ,9030000 
2019-09-12,충주,MF1-770,강관방청유(내측),49,540000 ,26460000 
2019-01-08,충주,MF9-044,RELAY SWITCH,3,13000 ,39000 
2019-08-08,충주,MF4-548,화장지,19,4700 ,89300 
2019-11-01,충주,MF6-610,각관,13,230000 ,2990000 
2019-05-29,충주,MF7-777,RELAY SWITCH,31,13000 ,403000 
2019-04-30,충주,MF9-742,불화카리,38,83000 ,3154000 
2019-11-13,충주,MF9-139,작업복,3,1300000 ,3900000 
2019-09-28,충주,MF5-282,LPG가스,12,210000 ,2520000 
2019-10-30,충주,MF8-884,FUSE,49,2000 ,98000 
2019-05-04,충주,MF6-045,GUIDE BUSHING,27,25000 ,675000 
2019-09-13,충주,MF7-478,경유,13,80000 ,1040000 
2019-03-02,충주,MF4-624,PHOTO SENSOR,1,600000 ,600000 
2019-01-15,충주,MF3-216,COIL SPRING,31,200000 ,6200000 
2019-06-08,충주,MF5-093,BRACKER SWITCH,44,10000 ,440000 
2019-11-25,충주,MF4-708,AIR COUPLER,46,30000 ,1380000 
2019-10-18,충주,MF6-978,HYDRAULIC HOSE,23,27000 ,621000 
2019-02-23,충주,MF7-749,P/Z O-RING,24,38000 ,912000 
2019-12-20,충주,MF8-358,PAINT,23,77000 ,1771000 
2019-07-26,충주,MF7-874,액체질소,21,2000 ,42000 
2019-10-18,충주,MF1-305,오일주입기,27,33000 ,891000 
2019-11-27,충주,MF3-834,DRAWING OIL,1,67000 ,67000 
2019-06-30,충주,MF5-183,PUSH BUTTON S/W,29,15000 ,435000 
2019-02-03,충주,MF9-266,AIR MODULAR UNIT,47,78000 ,3666000 
2019-11-24,충주,MF5-563,PAINT,46,77000 ,3542000 
2019-03-08,충주,MF9-289,강관방청유(외측),29,860000 ,24940000 
2019-08-25,충주,MF7-457,청소용구,35,8000 ,280000 
2019-05-06,충주,MF8-575,스폰지,19,55000 ,1045000 
2019-05-08,충주,MF7-943,액체질소,4,2000 ,8000 
2019-04-20,충주,MF9-657,스치로폴,34,30000 ,1020000 
2019-07-19,충주,MF1-123,윤활유,27,2000000 ,54000000 
2019-09-10,충주,MF9-143,O-RING,12,46000 ,552000 
2019-09-30,충주,MF8-416,와샤,7,60000 ,420000 
2019-08-04,충주,MF8-692,BALL RETAINERS,47,34000 ,1598000 
2019-04-19,충주,MF7-769,O-RING,9,46000 ,414000 
2019-10-18,충주,MF7-503,NUT,31,15000 ,465000 
2019-04-07,충주,MF9-016,GUIDE PIN,47,35000 ,1645000 
2019-08-22,충주,MF6-404,브레이크액,7,50000 ,350000 
2019-11-01,충주,MF8-070,GUIDE PIN,23,35000 ,805000 
2019-05-05,충주,MF7-393,MOLD SPRING,31,30000 ,930000 
2019-02-10,충주,MF9-851,안전장비C,9,30000 ,270000 
2019-10-04,충주,MF8-884,RECEPTACLE,40,10000 ,400000 
2019-11-21,충주,MF5-494,PLASTIC BOX,12,20000 ,240000 
2019-08-30,충주,MF9-788,안전장비,48,290000 ,13920000 
2019-08-27,충주,MF8-404,에어건,43,20000 ,860000 
2019-07-21,충주,MF1-371,BALL VALVE,14,25000 ,350000 
2019-02-03,충주,MF3-072,GRIND STONE,1,240000 ,240000 
2019-11-12,충주,MF7-086,LPG가스,41,210000 ,8610000 
2019-11-25,충주,MF3-663,일반사무용품류,22,2100 ,46200 
2019-03-08,충주,MF1-545,청소용구B,13,22000 ,286000 
2019-11-03,충주,MF8-292,안전장비C,18,30000 ,540000 
2019-07-19,충주,MF7-353,줄자,49,5000 ,245000 
2019-12-11,충주,MF6-523,구리스,35,330000 ,11550000 
2019-04-26,충주,MF7-151,COIL SPRING,30,200000 ,6000000 
2019-08-05,충주,MF6-923,AIR CYLINDER,30,56000 ,1680000 
2019-12-21,충주,MF1-875,BRUSH,30,3000 ,90000 
2019-06-04,충주,MF4-774,등산마스크,31,4000 ,124000 
2019-10-19,충주,MF2-389,목재,18,6700 ,120600 
2019-04-29,충주,MF6-957,스치로폴,16,30000 ,480000 
2019-09-30,충주,MF7-108,PLASMA W/D PARTS,44,5000 ,220000 
2019-01-28,충주,MF1-413,오일주입기,26,33000 ,858000 
2019-08-04,충주,MF7-957,스폰지,50,55000 ,2750000 
2019-12-11,충주,MF9-574,PLASMA W/D PARTS,27,5000 ,135000 
2019-12-12,충주,MF9-525,절연판,40,45000 ,1800000 
2019-01-15,충주,MF9-790,안전장비D,39,21000 ,819000 
2019-05-19,충주,MF5-937,DOWEL PIN,48,430000 ,20640000 
2019-06-24,충주,MF4-206,안전장비C,33,30000 ,990000 
2019-03-03,충주,MF9-897,GRIND STONE,36,240000 ,8640000 
2019-05-01,충주,MF2-202,안전장비A,4,76800 ,307200 
2019-11-06,충주,MF1-055,GRIND STONE,34,240000 ,8160000 
2019-04-09,충주,MF4-535,AL TAPE,32,15000 ,480000 
2019-09-23,충주,MF1-991,DRAWING OIL,26,67000 ,1742000 
2019-09-20,충주,MF6-205,PLUG,50,3000 ,150000 
2019-07-22,충주,MF9-646,강관방청유(외측),27,860000 ,23220000 
2019-09-20,충주,MF7-298,PRESS 타발유,10,5700000 ,57000000 
2019-12-28,충주,MF4-871,의료품,31,2500000 ,77500000 
2019-03-28,충주,MF9-107,S45C봉,34,70000 ,2380000 
2019-10-30,충주,MF8-206,액체알곤,6,9000 ,54000 
2019-08-06,충주,MF2-560,니쁠,28,5000 ,140000 
2019-01-11,충주,MF2-249,PHOTO SENSOR,9,600000 ,5400000 
2019-02-17,충주,MF5-138,가공유,50,500000 ,25000000 
2019-11-29,충주,MF2-868,GUIDE PIN,50,35000 ,1750000 
2019-12-17,충주,MF5-334,HISS PIN,49,97000 ,4753000 
2019-10-05,충주,MF4-673,PLASMA W/D PARTS,48,5000 ,240000 
2019-08-15,충주,MF3-530,소모품,8,2200 ,17600 
2019-04-08,충주,MF4-457,전산용품,23,55000 ,1265000 
2019-09-14,충주,MF7-028,GUIDE BUSHING,4,25000 ,100000 
2019-09-10,충주,MF7-108,HISS PIN,37,97000 ,3589000 
2019-10-11,충주,MF1-760,GRIND STONE,28,240000 ,6720000 
2019-11-23,충주,MF9-910,AIR CYLINDER,18,56000 ,1008000 
2019-01-10,충주,MF5-098,의료품,15,2500000 ,37500000 
2019-07-16,충주,MF7-673,청소용구A,21,13000 ,273000 
2019-02-06,충주,MF2-441,AL TAPE,17,15000 ,255000 
2019-09-01,충주,MF1-897,일반사무용품류,3,2100 ,6300 
2019-10-26,충주,MF7-630,HOLE CUTTER,33,15000 ,495000 
2019-10-25,충주,MF9-097,GAUGE,4,15000 ,60000 
2019-06-21,충주,MF2-702,각관,10,230000 ,2300000 
2019-10-18,충주,MF7-503,화장지,27,4700 ,126900 
2019-08-10,충주,MF5-518,탄화수소세척액,37,33000 ,1221000 
2019-08-26,충주,MF6-572,알코올,20,8000 ,160000 
2019-03-21,충주,MF5-214,강관방청유(외측),37,860000 ,31820000 
2019-09-04,충주,MF3-097,철직자,28,1000 ,28000 
2019-01-07,충주,MF1-120,철직자,29,1000 ,29000 
2019-08-29,충주,MF9-709,LM BEARING,49,24000 ,1176000 
2019-06-27,충주,MF9-839,PRESS 타발유,29,5700000 ,165300000 
2019-08-22,충주,MF5-788,각관,28,230000 ,6440000 
2019-08-26,충주,MF5-774,액체알곤,12,9000 ,108000 
2019-02-25,충주,MF8-870,청소용구E,38,52000 ,1976000 
2019-02-21,충주,MF2-823,경유,16,80000 ,1280000 
2019-01-16,충주,MF4-037,안전장비,7,290000 ,2030000 
2019-08-18,충주,MF2-885,BRUSH,31,3000 ,93000 
2019-09-16,충주,MF1-277,의료품,8,2500000 ,20000000 
2019-06-28,충주,MF6-138,철사,21,20000 ,420000 
2019-01-27,충주,MF6-527,작업복,39,1300000 ,50700000 
2019-04-10,충주,MF6-380,LM BEARING,21,24000 ,504000 
2019-03-21,충주,MF5-137,GUIDE PIN,1,35000 ,35000 
2019-01-25,충주,MF6-152,FUSE,49,2000 ,98000 
2019-05-10,충주,MF3-501,강관방청유(외측),6,860000 ,5160000 
2019-07-16,충주,MF1-889,청소용구,7,8000 ,56000 
2019-01-19,충주,MF4-760,ELECTRIC TOOL,8,16000 ,128000 
2019-05-21,충주,MF4-296,작업복A,35,45000 ,1575000 
2019-11-26,충주,MF3-401,드라이바,21,8000 ,168000 
2019-04-26,충주,MF4-045,청소용구B,14,22000 ,308000 
2019-06-07,충주,MF3-222,DOWEL PIN,47,430000 ,20210000 
2019-02-03,충주,MF7-813,강관방청유(내측),25,540000 ,13500000 
2019-03-25,충주,MF4-076,ANGLE,45,32000 ,1440000 
2019-02-12,충주,MF8-117,안전장비D,13,21000 ,273000 
2019-10-29,충주,MF2-129,OPP TAPE,46,26000 ,1196000 
2019-05-04,충주,MF6-519,면장갑,21,800 ,16800 
2019-11-27,충주,MF4-127,안전장비D,3,21000 ,63000 
2019-07-29,충주,MF2-430,에어건,11,20000 ,220000 
2019-10-23,충주,MF1-296,탄화수소세척액,34,33000 ,1122000 
2019-04-19,충주,MF1-555,PILOT PUNCH,7,380000 ,2660000 
2019-02-17,충주,MF2-955,강관방청유(내측),47,540000 ,25380000 
2019-12-27,충주,MF8-882,LPG가스,29,210000 ,6090000 
2019-07-15,충주,MF7-039,액체질소,6,2000 ,12000 
2019-02-08,충주,MF8-528,BRACKER SWITCH,47,10000 ,470000 
2019-05-14,충주,MF5-220,LM BEARING,27,24000 ,648000 
2019-06-03,충주,MF3-180,철물,35,7000 ,245000 
2019-05-14,충주,MF6-787,S45C봉,42,70000 ,2940000 
2019-12-10,충주,MF3-297,면장갑(10set),32,8000 ,256000 
2019-12-18,충주,MF6-713,접착제,11,20000 ,220000 
2019-11-03,충주,MF7-241,전선(동력선),48,9500 ,456000 
2019-12-18,충주,MF2-155,AIR CYLINDER,22,56000 ,1232000 
2019-06-24,충주,MF7-689,오일주입기,48,33000 ,1584000 
2019-09-02,충주,MF3-306,NUT,40,15000 ,600000 
2019-12-05,충주,MF9-755,작업복A,10,45000 ,450000 
2019-12-28,충주,MF3-641,PAPER BRSH,34,40000 ,1360000 
2019-04-20,충주,MF7-638,BEARING,6,75000 ,450000 
2019-06-22,충주,MF2-050,브레이크액,11,50000 ,550000 
2019-08-22,충주,MF9-868,강관방청유(외측),35,860000 ,30100000 
2019-10-20,충주,MF2-185,윤활유,42,2000000 ,84000000 
2019-10-03,충주,MF1-434,AL TAPE,8,15000 ,120000 
2019-06-24,충주,MF9-055,INSERT TIP,26,30000 ,780000 
2019-10-18,충주,MF2-295,RECEPTACLE,6,10000 ,60000 
2019-07-19,충주,MF5-643,작업복B,50,33000 ,1650000 
2019-02-28,충주,MF7-831,공업용장갑,12,6500 ,78000 
2019-02-05,충주,MF4-610,HOLE CUTTER,33,15000 ,495000 
2019-01-08,충주,MF2-827,Chain,28,34000 ,952000 
2019-10-28,충주,MF6-104,강관방청유(외측),43,860000 ,36980000 
