별점(평점),리뷰내용,작성일자,공감횟수,비공감횟수
1,평점 너무 믿지 마세요.. 유치함..ㅠ,2019.02.02 19:36,3,3
1,다들 엄청 웃기고 재밌었다고 하는데 저는 정말 별로였고 재미도 없었고 웃기지도 않았네요... 좀 억지로 웃기려고 하는 것도 있고 유치했어요. 그래도 진선규씨의 새로운 모습을 볼 수 있어서 좋았어요. 역시 연기 잘하시...,2019.02.01 23:18,3,3
1,이런 영화가 흥행한 거 보면 세상이 만만한데.,2021.09.21 19:28,4,4
1,코미디 맞네 ㅋㅋㅋㅋ이딴 영화가 9.2점ㅋㅋㅋ,2021.01.26 19:04,4,4
1,"90년대 초,중딩급 코믹 영화.",2020.11.20 21:21,4,4
1,볼만한정도였는데 평점이 너무 높아 7정정도 주려다가 1점 줍니다.,2019.02.24 04:47,4,4
1,3번 피식정도하고 한번도 안웃었다 진심,2019.02.16 19:03,4,4
1,코드제로!!웃을때를 알려 주면 웃어주마!!니밀...,2019.02.14 11:10,4,4
1,근데 이런 영화 왜 보냐? 군중심리에 미친건가? 조폭코메디영화 좀그만 만들어라.,2019.02.10 12:45,4,4
1,재밌게 봤지만 알바가 많아서 1점줌이딴걸 알리타랑 비교하다니..,2019.02.10 11:11,4,4
1,처음에 나오는 말장난에 웃었는데 영화 보는 내내 그런다...그냥 웃긴 영화,2019.02.06 18:47,4,4
1,"유치하게 웃긴 영화 ,억지 웃음, 워낙 볼 게 없었어~ㅠㅠ",2019.02.05 23:49,4,4
1,소고기 먹으러 따라나가는 장면에서 한번 웃었음,2019.02.05 22:32,4,4
1,그냥 대한민국 영화..,2019.02.05 11:59,4,4
1,억지로 웃음을 이끌어내는 같고영화보면서 졸아본 적은 처음입니다.제 돈주고 보는건 좀 아깝다는 느낌을 받았네요,2019.02.04 13:25,4,4
1,...다들 재밌다고 하시니 말을 아낄게요 ..,2019.02.03 22:39,4,4
1,보통입니다 그닥 사람 마다틀림,2019.02.03 15:05,4,4
1,너무 예상되는웃음 중간에 나가려다 치킨집 개업하고부턴 웃찾사 정도의 웃음은 나옴 높은평점은아니고 6점이적당,2019.01.26 19:16,4,4
1,그렇게 재밌는진 모르겠어요,2019.01.26 18:23,4,4
1,수준이하의 영화를 마케팅으로  관객들을 끌어들인 사x급 영화,2020.12.27 13:46,5,5
1,정말 극한 직업이라는 말을 저따위로 쓰지말자. 제목이 완전 에러다!!!!,2020.07.26 23:58,5,5
1,날 전유성으로 만든 영화..,2019.02.23 18:05,5,5
1,뭔가 너무 짜내려는 웃음..,2019.02.18 16:10,5,5
1,휴. 알리타 보고난후 이거보는데 진심 부끄럽고 손발오글거리더라,2019.02.14 12:06,5,5
1,기대를 너무했다 그냥 볼만한수준,2019.02.13 23:15,5,5
1,나는 유치했음...ㅠㅠ,2019.02.10 19:08,5,5
1,개십노잼123456,2019.02.10 16:13,5,5
1,난 별로;; 재미없던데,2019.02.09 16:32,5,5
1,예고편이 전부인 영화 전체적으로 지루함,2019.02.05 21:43,5,5
1,설에 개봉하려고 제작한 영화. 그이상도 이하도아닌 억지웃음. 한국영화는 어쩔수없나봄 돈벌려고하지ㅎㅎ졸려죽는지알았음 뭐가웃기다고 실실쪼개며 보는지 첫장면부터 난 감이왔다^^,2019.02.05 21:26,5,5
1,돈주고 가서 볼만한 급은 되는데 솔직히 9점 나올 급은 아니다. 한 7점은 줄 수 있다.,2019.02.05 21:26,5,5
1,"ㄴㄴ 걍 그런데. 1000만은 아니긴 한데, 류승룡 잘되면 좋겠음",2019.02.05 15:52,5,5
1,Cba 이딴 걸 영화로 내놓냐,2019.02.05 12:52,5,5
1,평점이과하게높네용...,2019.02.02 13:57,5,5
1,1점도아까움 댓글알바겁나풀었네 방금보고남기는 리얼평,2019.01.30 23:00,5,5
1,치킨 홍보 영화인줄 알았습니다,2019.01.30 21:22,5,5
1,이거 왜 보는거죠?ㅋㅋㅋ 대실망하고 돈낸거 후회하는중. 소소한 재미는 있지만 작품성도 모르겠고 개연성은 개나 줘버렸음. 대사가 명확하게 안들려서 이해가 어렵고 웃기려고 애쓴 무리수엔 재미도 감동도 없어서 눈만 데굴데...,2019.01.30 21:11,5,5
1,스크린 독점으로 따른영화 못보게하네,2019.01.30 10:16,5,5
1,이런 허술한 영화 재밌게 보는 애들은 얼마나 더 허술한 거냐. 수준 참..,2019.04.21 04:44,6,6
1,도대체가 어디가 웃길려고 한건지 모르겠네요 이하늬 오바하는 연기는 참...,2019.04.16 14:04,6,6
1,진심으로 이게 웃기고 재밌는지;; 웃어본적이 없다 코미디 영화는 웃기면 장땡인데 웃기지도 않으면,2019.03.16 15:30,6,6
1,딱 한국 관객 수준에 맞는 영화,2019.03.16 15:07,6,6
1,볼만하지만 1600만 이상이 볼정도는 아닌듯...한 700만 정도수준인데..,2019.03.15 01:05,6,6
1,돈주고 보기 아까움 1300만은 에바다;,2019.02.16 22:56,6,6
1,재밌는 포인트가 예고편에서 이미 봐서 별로 안웃기고 코미디만 살리려니깐 과장된 면이 없지않아 있어서 별로였음,2019.02.08 23:31,6,6
1,9.27인데 이정도 받을 영화는 아니다조금 웃긴데 그동안의 한국 영화에 비하면 재밌는 정도 8.1이 적당할듯,2019.02.07 19:03,6,6
1,비교적  좋았슴   그러나 평점은  좀 과대포장,2019.02.06 15:37,6,6
1,영화관에서는 보는 것을 비추. 주위 너무 산만하고 혼잣말 너무 많습니다.,2019.02.05 18:17,6,6
1,아직도 이런 영화를 천만 가까이나 보다니 ㅋㅋㅋㅋ 맨날 하는게 드라마 조폭 경찰  이런거 밖에 더 있냐?,2019.02.05 17:07,6,6
1,유치 찬란 함도 격이 있어야지...ㅉㅉ,2019.02.05 11:32,6,6
1,"2019년 최악의 영화로 시작,, 전작 스물도 별로였지만 스물보다 더 말도 안 되는 유머와 스토리 대체 어디서 웃어야하는지 이해가 안 되던 영화, 시간 아까움",2019.02.04 22:52,6,6
1,평점이 너무높아서 내립니다  반전이 없는게 아쉽네요,2019.02.03 17:00,6,6
1,진짜 재미 없네요 한개도 아까워요,2019.02.03 15:23,6,6
1,아내랑 보고왔습니다. 뻔한 스토리와 너무도 유치한 유머..  6점짜리영화이므로 평점조정합니다.  요새 볼게없어서 이걸볼뿐이지.. 에휴 .예고편이 전부인영화,2019.02.03 01:45,6,6
1,내 웃음 내놔! 읏음 가져와! 누구 미치는꼴 보고 싶어?,2019.02.01 19:09,6,6
1,이게 9점대라니...,2019.01.26 23:56,6,6
1,진짜 재밌어서 그러는거임...? 악플이아니라 진짜로 유치하고 일도 안웃기던데.. 걍 뻔한스토리,2019.01.25 23:04,6,6
1,0점 주고싶은데 안 되니까 1점 드릴게요정말 하나부터 열까지 다 오글거리고 진짜 보다가 포기할뻔했어요... 특히 공명씨? 연기가 제일 보기 힘들었어요.. 후유증이 크네요....,2019.01.25 21:52,6,6
1,너무 티난다 말모이는 롯데라고 벌써 빼내고 이건 씨제이라고 거의 독점수준이네,2019.01.25 20:51,6,6
1,꿀잠잤네요.. 개인적으로 지루했습니다,2019.01.24 20:51,6,6
1,평점 안 남기는데 이 영화를 처음으로 남깁니다  너무 지루하고 재미없어서 시간을 계속 확인했습니다.,2019.01.24 20:27,6,6
1,배달의 ㅁㅈ 광고 2시간 보는줄,2019.01.24 18:19,6,6
1,40일을 올리는 개봉영화가 어딨냐 양심에 털났냐 억지로 관객수 늘리지말고 처내려라 이런영화가 천오백만 양심도 없냐,2019.03.02 15:53,7,7
1,기대를 너무했나...정말 정색하고봤어요마지막 쏴부분은 웃겼어요,2019.03.02 10:03,7,7
1,형사 잠복수사 조직폭력배 유치하고 억지스러운 웃음 유발 이거 없으면 한국영화 못만드냐 10년전이랑 영화 틀이 바뀌는게 없냐 ...,2019.02.23 08:09,7,7
1,별한개짜리영화를....왜 천만이...?,2019.02.16 23:26,7,7
1,왜유치하지난 그나마 마지막 액션조금있어서 아님 화뻗침 저번 염병이랑  같았어 천만중에 하나가 되버렸네 신발,2019.02.15 06:48,7,7
1,진짜 연출력 무엇....무언갈 고민한 흔적이라곤 없다..,2019.02.10 21:52,7,7
1,초반부는 볼만하지만 후반부에서의진부한스토리와 억지웃음,2019.02.10 16:22,7,7
1,그냥킬링타임용일뿐 너무평점이높아보이네요,2019.02.09 17:38,7,7
1,....개그코드  너무 안맞아서 보는내내 힘들었음..,2019.02.08 21:40,7,7
1,기대안햇는데도 노잼. 첨부터 끝까지 억지로웃기려는게 보다가 하품만나옴. 영화관에서 본영화중 두번째로 돈아까운영화,2019.02.08 12:41,7,7
1,"지루한 전개 없이, 쉴틈없이 웃게 만드는 영화. 표값이 아깝지 않았지만, 딱 킬링타임용 그이상 그이하도 아닌지라 평점 9~10점에 천만관객은 오바로 보임. 외화로 치면 평점 7~8점 정도 본 느낌이었구요.. 평점정화...",2019.02.07 20:50,7,7
1,오른쪽에 앉은 초딩 때리고싶다...,2019.02.06 21:28,7,7
1,코빅에 저작권은 줬는지 궁금~,2019.02.06 08:21,7,7
1,천만까지는 아닌것 같습니다 ㅎㅎ....,2019.02.05 14:19,7,7
1,돈이 아까움쓰레기 영화,2019.02.04 21:32,7,7
1,뭐가 재밌다는건지 모르겠네 한두번 피식하는정도?,2019.02.04 17:37,7,7
1,"중간에 억지스러움 그렇다치는데 BGM닭소리,, ㄹㅇ 오글거림ㅌㅋㅋ 중간에도 나오던데 그 땐 그냥 나가고싶었음",2019.02.04 10:23,7,7
1,차라리 코빅이나 개콘을볼껄 이내용 딱 형사 치킨집 잠입수사 성공 이거 개콘에서 코너 있었는데 실망이네요 이걸 영화라고..,2019.02.03 11:26,7,7
1,재미는 있는데 8점초반대 영화에요. 막 엄청 웃기진 않았는데. 평점이 과해서 1점드림. 9점대 영화는 아닌듯..,2019.02.02 18:50,7,7
1,제발 낚이지 마세요 ㅜㅜ 한국영화 잘 안보는 분들은 분명 재미 없을거에요 전형적인 한국코메디영화고 조폭 패싸움 마약...시도때도없이 민망하게 나오는 쌍욕...,2019.02.02 16:11,7,7
1,나랑 웃음코드가 안맞는건가..너무 의도된 억지웃음..몇번 피식 웃은거밖엔..하두 재밌다해서 봤는데 유치했어요ㅜㅜ,2019.02.02 02:22,7,7
1,별 하나주기도 아까운 영화 개 존나 유치 만 이천원 주고 팝콘까지 먹음서 극장서 보기에는 돈이 존나 아까운 영화 걍 집에서 티비로 봐도 될것 같다 . 정말 유치한 어설픈 코미디였음 보면서 내내 돈이아까웠다는 생각 밖...,2019.01.30 20:59,7,7
1,"작품성은 없음. 재미만 추구했지만, 중간 중간 억지웃음, 어색한 장면도 많아서 몰입도는 0% 전체적으로는 5점",2019.01.29 20:21,7,7
1,이 영화를보고 불면증이 완치되었습니다,2019.01.27 17:45,7,7
1,이거 영화보다 예고편이 더웃김.. 마케팅 엄청한듯 중간부터 영화 막만든 느낌남..평점 6~7점때기 적당힌듯 개낚임,2019.01.27 11:22,7,7
1,돈주고 영화 본 사람만 평점 쓰자,2019.01.27 11:19,7,7
1,관객 수준이 생각 이하로 낮아...ㅋㅋㅋ 이런 개나소나가 배우라고 거들먹 거리는 삼류 한국 영화 니네나 봐라 개돼지들,2019.01.25 19:26,7,7
1,진짜 물어보고싶어요....저 딱 두번웃음....너무 억지웃음...,2019.01.24 20:59,7,7
1,진짜 이런 재미없는 작품에 상준 한콘진도 이해불가. 1차 지원금 천만원+2차 지원금 5천만원 받고 대본 기획개발했는데 일케나 노잼. 생긴것부터 멍처ㅇ하고 dull한 원작자 문씨로만 안되겠는지 배세영까지 투입했는데도 ...,2020.07.18 08:42,8,8
1,1점도 주기 아까운 이병헌 감독의 수준을 알 수 있게 해준 영화. 단 한 순간도 안 웃겼다 이런 식으로 1600만을 찍을 수 있다니 한국인들의 수준에 너무 실망했다,2019.07.20 09:49,8,8
1,죄송합니다너무 유치해서 못봐주겠어요...하..,2019.07.17 14:27,8,8
1,와 이게 1600만 집단히스테리 광기에빠진 한국사회. 무섭다.,2019.03.16 14:11,8,8
1,재밌긴 한데 그닥 여운이 남진 않음 .. 비추천 합니다,2019.02.18 20:14,8,8
1,안 봤는데 재미없음...,2019.02.18 19:01,8,8
1,엄청웃기다길래 봤는데뻔한 코드에 설정이 좀 유치하고 내용도 너무 가벼웠다..뭐지 ....나도 재밌게 보고싶다엔딩크레딧 올라가면서 천만관객 구라고 노이즈마케팅인건가 싶었다 배우들연기는 훌륭하지만 영화가 너무 유치해.....,2019.02.14 13:57,8,8
1,도대체뭐가웃긴건지모르겠다진짜잠들뻔,2019.02.09 04:36,8,8
1,내가이상한건가..억지웃음 유발하려는게 부담스러웠는데.. 잼없음,2019.02.08 23:41,8,8
1,이거 다 댓글알바인가봄;; 영화보자마자 빡쳐서 후기씁니다 이딴 영화가 천만영화인게 어이가 없네요..돈과 시간이 아깝습니다 공짜로 볼 수있어도 보고싶지않은영화네요 봤던 제 자신이 후회스럽네요,2019.02.07 17:31,8,8
1,이게 재밌다고? 일상에서 재미있는 일이 그렇게 없음?,2019.02.06 21:12,8,8
1,도대체... 65억 들인 영화가 알바만 한 1억 썼냐? 라니라고 아... 연고불명자 노숙자 등의 주민번호도용해서 이미 한 오천개 아이디는 만들어놓고 알바 50명이 100개씩 쓰고 일당 5만원에 250만원이면 땡이라고...,2019.02.06 02:52,8,8
1,진지하게 이게 잼있나;; 장난아니고 첨부터 끝까지  정색하면서봄,2019.02.06 02:36,8,8
1,와 진짜 억지중에 억지왕... 한국영화 이래서 안봅니다... 그냥 볼 거 없어서 봤다가 시간 제대로 죽였네요..^^ 돈아까워라...,2019.02.02 18:58,8,8
1,아깝다 ... 나중에 티비에서 해줄때 보시길,2019.02.01 12:01,8,8
1,나랑 안맞는거같다.억지웃음 억지전개...나는 별로였어요ㅠㅠ 사실 재밌다고 홍보도 엄청하고 사람들도재밌다길래 기대했는데... 허허...억지로만든 웃음포인트들대사들.. 너무과했고 처음부터 끝까지 저는 ㅠㅠ 별로였던거같아...,2019.01.31 00:14,8,8
1,스크린 독점 극혐이다,2019.01.28 21:00,8,8
1,그냥 저냥 억지스러운면이 많음,2019.01.27 11:59,8,8
1,스크린독점 너무 심한거 아니냐? 적당히 해야지. 독재하는 쓰레기 영화 보지들 마세요.. 한국영화계 발전을 위한 길입니다.,2019.01.25 20:08,8,8
1,예고편이 본편보다 재밌는 기이한 영화,2019.01.24 15:06,8,8
1,억지로 웃음 주려고 애쓴 유치한 영화..,2019.07.15 02:21,9,9
1,그닥... 뭐가 웃긴지...,2019.03.26 12:42,9,9
1,이게 재밌냐.. 유치해,2019.02.18 10:28,9,9
1,그냥그래요 왜 9점인지 모르겠음,2019.02.06 20:55,9,9
1,"저질 개그드립에 치킨광고영환줄... 마지막에 류승룡의 닭집아저씨 멘트듣고 바로 뛰쳐나감... 누가봐도 영화""베테랑"" 모티브로 엑션은 아저씨 짬뽕리믹스한것같은데... 평점 9점 박은 우리나라 관객들 수준...",2019.02.06 12:37,9,9
1,멍청한 사람만 웃는 영화. 모든 유머가 예측가능하고 정말 놀라울 정도로 유치함. 유머영화 특성상 시나리오나 플롯 엉망인 건 이해할 수 있는데 그 유머조차도 OO같으면 안되지.,2019.02.04 16:30,9,9
1,개별로네요 억지웃음.,2019.02.04 01:07,9,9
1,흠...개봉시기가 정말 좋았네요,2019.02.01 13:14,9,9
1,아무리 그래도  9점대는 아니다 7점 초반이나 6점후반이 적당 이게 트루먼 쇼랑 스쿨오브락이랑 평점이 비슷하다니 역시 알바냐,2019.01.30 05:31,9,9
1,보는내내 한번도 안웃었음...이게 재밌는 영화인가??,2019.01.28 18:04,9,9
1,와 진짜 독과점과 알바들의 승리인가..졸라 재미없고 유치한데 이게 무슨 300만이냐,2019.01.28 15:52,9,9
1,수준이하 정신연령이 낮은 영화,2019.01.28 14:38,9,9
1,9점이라 되게 기대했는데 딱 7점 수준 평점 맞추려 1점 줍니다 다들 오바가 심한거 9점대의 웃기거나 재밌는 영화는 아님,2019.01.28 02:24,9,9
1,정말 이게 재밌다고?? 유치한 억지 코메디. 어설픈 연출과 제옷인듯 아닌듯한 배우연기. 실망. 근데 이게 정말 재밌다고요?? 슬프다,2019.01.27 22:21,9,9
1,"진짜로 평점알바가 있구나 싶음,,,이렇게 높은 평점받을 영화는 아닌듯. 솔찍히 돈주고 보기는 아까운 영화였어요.. 유치하고 억지스러운 웃음 포인트에 그걸 살리려고 과장해서 오글거리기까지 한 캐릭터들에 뻔하디 뻔한 스...",2019.01.27 11:24,9,9
1,그냥 그래요. 스토리 별로.,2019.01.24 03:18,9,9
1,평점 낮게 준 사람들 욕하는데 팩트 말하자면1. 광고에서 임팩트있는 재미를 다 보여줌2. 중간중간 억지 웃음 포인트가 있음.3. 개인마다 재미의 차이가 있음.4. 영화 후반부에 마약반이라 하더라도 갑자기 좀비 등등의...,2020.02.26 20:55,10,10
1,민중의 지팡이 불철주야 선동도 아니고.. 그나마 걸캅스보다 덜해서 1점줌..,2019.09.15 17:01,10,10
1,천만넘은 영화라 큰 기대를 했지만.... 개인적으론 엄청 지루하고 재미없었음 ㅋ 이런 3류 코미디가 어떻게 천만을 넘었을까?,2019.07.25 09:42,10,10
1,솔직히 천만영화는 아니지. 우리나라 물타기는 알아줘야해 ㅅㅂ,2019.02.14 17:38,10,10
1,영화만들기 참 쉽다...B급  웨스턴 무비 비스무리한  졸작이 ...ㅎㅎ,2019.02.10 21:48,10,10
1,야 이걸 왜 10점주냐 ㅡㅡ 인기에 낚였다..스토리도 없고 유머코드도 삼류급인데.. 그냥 티비 재방송으로 볼까 말까 한 영화인디..,2019.02.06 22:20,10,10
1,처음부터 끝까지 시종일관 말장난에 억지스러운 웃음유도.. 영화관에서 영화 다 끝나기 전에 나왔습니다 절대보지마세요 최악!!! 평점에 속으시면 안됩니다,2019.02.02 19:03,10,10
1,정말 재미없습니다 ㅜ 하 지금 영화보다 나와서 후기쓰는 중입니다 후회해요 흑흑 ㅠ ㅠ 억지로 웃음 코드 넣은느낌,2019.02.02 02:03,10,10
1,정말 유치하고 재미없다. 내가 왜 이딴거에 돈썼는지 진짜 재밌다고 보라고 추천한인간 뇌 반쪼개서 새로하나 끼워주고싶었다,2019.01.28 04:39,10,10
1,진짜 xx ... 돈아깝고 재미없음,2019.01.25 20:34,10,10
1,뭐가 웃기단건지 노잼...,2019.02.19 16:09,11,11
1,"언론에서 하도 광고해서 얼마나 재미있나 봤는데, 억지 웃음만 나도던..  솔직히 평점 이정도는 아닌듯",2019.02.08 10:44,11,11
1,화도 안나고 그냥 '무;한 영화 재미도 없고 스토리도 없고 억지부리는 영화 알바에 속아서 보지 마세요 피할 수 있으면 피하세요,2019.02.07 11:42,11,11
1,이게 웃기다고...?,2019.01.29 11:47,11,11
1,돈 아까웠고 댓글 알바가 정말 존재한다는걸 알수 있게된 영화,2019.01.28 04:37,11,11
1,"언더독보러 갔다가 상영 끝나서 볼거 없어서 봤는데아 너무 유치하고 남는것도 없고, 중간에 보다가 나가고 싶었는데 친구가 말려서 할수 없이 봄..여튼 평점이 이해가 안되네요 ㅡㅡ",2019.01.28 03:55,11,11
1,10점까진아닌데 여기 알바왜케 많음... 개봉하고 상영관도 심상치않게 많더라니 돈잘쓰나보네ㅋㅋ,2019.01.24 18:40,11,11
1,평점이해안가요..정말 재미가 없어요...어차피 기대안하고보긴했는데 자그만한 실소도 안나왔어요... 돈이 아깝고 시간이 아까워요,2019.01.24 15:53,11,11
1,이게 1600만을 넘고 재밌다고 하는 사람들을 보면 관객수준이 얼마나 낮은 지 알 수 있다. 억지 개그에 억지로 웃길려고 배우들에게 일부러 과한표정과 슬로우 모션 집어넣고. 오프닝 씬이 다들 웃기다고 하던데 진심 오...,2019.03.27 15:12,12,12
1,이게 천만... 국민수준 진짜...,2019.02.07 22:01,12,12
1,"내안에 그놈이나  극한직업이나 평점 알바여?  기껏 해봐야 7~8점 사이겠구만  이게 태극기휘날, 아바타 등등 어깰 나란히 할 코미디영화라고? 장르가 다르긴해도 9는 이상은 진짜아니다",2019.02.01 15:13,12,12
1,뻔한 스토리에 노잼.. 한국식 뚜까패기 깡패 격투 씬난무,2019.08.18 00:16,13,13
1,재미없는데ㅋㅋㅋ진짜 모르겠습니다 ㅠㅠ,2019.04.30 01:29,13,13
1,도대체 왜 평점이 높은가?,2019.01.31 23:23,13,13
1,뭐가 웃기다는거지? 하.. 이런 수준의 영화가 이정도 흥행을 한다는 사실이 그저 놀랍기만하다. 국가적 망신이다. 이러니 칸이나 오스카에서 한국영화를 무시하지.  에휴,2019.01.28 11:20,13,13
1,대한민국 들 수준하곤... 이런 영화가 평점 9.34?,2019.02.04 01:14,14,14
1,재미없어여  억지웃음 코드  스토리 몰입감제로  구성 어수선함,2019.01.24 09:02,14,14
1,처음쓴다 최악의 영화 내말듣는게 좋을걸 진짜 유치하고 하나도 안웃김,2019.02.01 15:51,15,15
1,피해야 할 영화 극한직업,2019.01.23 11:30,15,15
1,극한의 직업을 니들은 아냐?짱께집에서  뜨거운  불 맞딱뜨리면서  땀 흘리는게 극한인겨?ㅋㅋㅋㅋ,2021.12.05 19:34,1,2
1,asdfwqefwqfsadf,2019.02.10 13:14,1,2
1,조센징들은 영화 만들지 마라,2019.02.10 11:43,1,2
1,하...ㅎㅎㅎ 이런 영화 오랜만이네,2019.02.08 21:55,1,2
1,OO 이게 9.2점 1600만관객ㅋㅋㅋ 진지하게 한국영화수준 심각하다,2021.11.28 22:06,2,3
1,평점이 9.2라는게 코미디,2021.02.17 15:09,2,3
1,평식옹의 리뷰를 보러 왔지만 달지 않았군..,2019.05.20 13:37,2,3
1,ㅇㅋ 기자 배우 겸 가수 이효리가 자신의 제주도 집을 여행지로 방문하는 팬들에게ㅣ선물하는 하지만 이런 식으로 하면,2019.02.18 01:58,2,3
1,평점조정합니다. 실제는 6.5정도,2019.02.10 11:56,2,3
1,재미없더라구요 아는언니가 배꼽잡고 웃는대서 기대를 하고가서 그런지 억지로 웃기려고 한게 너무 티가나고 어색하더라구요평점보고 깜짝놀랐네요,2019.02.05 23:52,2,3
1,별이 0.5개가 없네..,2019.02.05 23:48,2,3
1,영화 보는 동안 첨에는 재밌고재밌고 그 후는억지웃음 유발은 별로..,2019.02.04 22:40,2,3
1,문재앙마냥 개억지웃음 억지감성감동감흥의미 신파 OO거품영화 ㅡㅡ,2020.08.31 01:25,3,4
1,재밌는데 무슨 이하늬랑 진선규랑 ㅡㅡ,2019.04.25 09:38,3,4
1,재밌고 유쾌했습니다. 웃으며 봤네요,2019.03.17 14:26,3,4
1,솔직히 8.4정도면 나도 10점 줄라 했는데 평점 9.2는 좀 아닌거 같음..,2019.02.10 20:35,3,4
1,현실성 없는소재에 평범하리만큼 지루한 코미니 식상하다. 개인적으로 5점 정도인데 지나치게 과대평가되어 있어 0점 준다.어라 0점이 없구만.,2019.02.10 11:17,3,4
1,스크린 쿼터제의 존재가 정당화되는 한국영화수준.,2019.02.03 10:19,3,4
1,"스물을 너무 재밌게 봐서 기대하고 갔는데 정말 한번도 웃지 않았습니다 ,,",2019.01.23 23:38,3,4
1,영화 드럽게 유치하고 재미 없다. 설정만 참 좋다. 근데 이 영화가 왜? 첫만 관객? CJ 의 마케팅은 인정 알바를 쓰던 뭘 하든 첫만 만들었으니 인정.... 근데 이정도면 사기 아닌가?,2019.03.16 15:37,4,5
1,1점도. 아깝다. 천만이 넘었다는게 정말 신기,2019.02.18 16:10,4,5
1,별점이 너무 높아 서 좀 내려갈 필요가 있어 보여서.,2019.02.17 18:45,4,5
1,영화에 쓴돈보다 댓글알바에 쓴돈이 더많다는것이 학계의 정설,2019.02.16 16:04,4,5
1,"평점이 왜 이렇게 높은지? 이해가 되지 않는 내가 이상한가?관람 후 내가 느끼는 감정은 그 예전 ""디워"" 와 ""라스트 갓 파더""를 돈주고 봤다는 자책감! 그것도 애들 데리고... ㅋ~ 그...",2019.02.10 20:13,4,5
1,밸런스 맞추기 위해서 1점 준다. 4점 이상은 절대 받을 수 없는 전형적인 한국형 오바질코미디,2019.02.10 11:53,4,5
1,하...돈날리지마세요,2019.02.09 18:02,4,5
1,최악의 영화. 지인 역시 같은 생각,2019.02.05 22:15,4,5
1,생각보다 재미가 없었어요.,2019.02.05 21:32,4,5
1,잼있긴 하지만 평점이 이정도까지는 아닌듯,2019.02.05 16:31,4,5
1,영화 안봤는데 딱봐도 유치할듯 영화평도 대부분유치하다는평이많은,2019.02.05 11:21,4,5
1,점수가 너무 높다 ... 기대보다 그저그랬다,2019.02.04 12:41,4,5
1,다른분들은 어떻게 보셨는지 모르겠지만 저와는 개그코드가 안맞는지 저는 재미가 없었습니다.,2019.02.04 12:01,4,5
1,부디 관람평만 믿지 마시기를,2019.02.03 21:21,4,5
1,예고편이 다인 영화. 후회스럽다.,2019.02.01 23:16,4,5
1,웃기다는 사람들 다 어디가서 영화본거지 어제 영화관 아무도 안웃던데,2019.02.01 21:06,4,5
1,이게 이 정도일 영화인가?보고나서 허무하기만한 이런영화싫다.생각좀가지고살자.가버나움봐야되는데.울 동네에 안함.이런 썩어빠진영화는 하루에 수십번을하고 가버나움같이 영화다운 영화는 아예 상영도 안하고.참내.,2019.01.30 23:13,4,5
1,너무 계속 억지로 웃기려 함,2019.01.29 20:59,4,5
1,7.5점 정도가 맞음.알바때문에밸런스맞추기위해1점줌,2019.01.27 12:15,4,5
1,헐...이게 재밌다고 하는사람이 많구나..정색하고 봤는데..,2019.01.26 22:44,4,5
1,진짜로 재미가 없었어요ㅠㅠ,2019.01.26 22:13,4,5
1,한국 영화는 믿고 거른다.,2019.01.26 19:13,4,5
1,"재미없습니다. 개연성도 너무 없고, 지루하고, 어디서 웃어야할지ㅜㅜ",2019.01.26 17:28,4,5
1,평점좀 깍자. 천만관객이 다 미쳤나보다.,2020.10.11 08:22,5,6
1,음...아무 얘기도 안듣고 보면 그냥 볼만함. 웃기다는 말듣고 보면 좀 유치함. 평점 너무 높아서 1점,2019.03.16 19:22,5,6
1,"유치한 개그코드,뻔한 대사,뻔한 결말,뻔한 줄거리",2019.03.16 19:11,5,6
1,어디서 웃어야 하는거지??,2019.03.16 15:50,5,6
1,1500만 기대하고보면 OO욕나옵니다.7점수준영화,2019.02.27 14:15,5,6
1,개인적으로는 베테랑이 10배는 더 재미있었네요.. 유치합니다,2019.02.22 21:42,5,6
1,개그코드 안맞으면 하나도 안웃김.,2019.02.10 20:52,5,6
1,명절에 개봉한 오락영화 범죄도시가 청불이라지만 이게 그 영화를 따라갈 성 싶냐?  ㅋㅋㅋㅋ 경쟁작이 없으니 그나마 웃음코드 들어간 이 영화를 택한 거지 ㅋㅋ 코미디 상업 영화인걸 감안해도 그저 3류 영화 ㅋ 존11나...,2019.02.09 12:59,5,6
1,"여태 많아 봐  왔던 웃음 소재 였고, 예상 보다 너무 웃기지 않아서 황당했다",2019.02.07 19:16,5,6
1,개인취향인듯 재미없었어유~ㅎ,2019.02.07 13:38,5,6
1,한국영화시장은 망해야한다,2019.02.05 22:39,5,6
1,평점이너무높다.. 웃고 넘길영화,2019.02.05 15:50,5,6
1,"휴,,,,앞에 5분보고 후회시작..끝날때 까지 한숨만..",2019.02.04 11:15,5,6
1,이해할 수 없는 현상... 예고편이 거의다에요. 나머진 초반 3분의1이 다고요. 오글오글 억지 웃음. 허술한시나리오전개. 애국심 대단들하셔~  이젠 수 덕에 쭉~가겠구만,2019.02.03 20:19,5,6
1,사람들 엄청 웃던데 ;; 억지로 웃기려구 짜내는거같았..연기먼가어색.. 하다고해야하나암튼 깔깔댈정돈아닌거가툼,2019.02.03 09:49,5,6
1,댓글알바쓴다 백퍼 돈아까워요,2019.02.02 11:52,5,6
1,"이 영화 평점이랑 영화평 칭찬일색인게 이해가 안 감 ㅠㅠㅠ 나랑은 유머코드가 안 맞나봄,,,,",2019.02.02 01:16,5,6
